steps,total reward,episodes
10000,0.0,129
20000,11.0,217
30000,158.0,495
40000,235.0,816
50000,241.0,1138
60000,217.0,1459
70000,231.0,1779
80000,235.0,2102
90000,239.0,2419
100000,238.0,2735
