steps,total reward,episodes
10000,23.17999999999998,106
20000,33.349999999999966,205
30000,32.48999999999996,289
40000,35.519999999999975,373
50000,36.43999999999998,466
60000,27.59999999999998,534
70000,32.57999999999998,609
80000,47.430000000000014,714
90000,30.629999999999978,782
100000,38.43999999999999,877
