steps,total reward,episodes
10000,14.0,183
20000,64.0,453
30000,67.0,740
40000,50.0,1010
50000,59.0,1328
60000,98.0,1695
70000,76.0,1983
80000,94.0,2322
90000,74.0,2574
100000,100.0,2921
