steps,episodes,total reward
10000,166,53.0
20000,299,38.0
30000,440,42.0
40000,591,41.0
50000,767,49.0
60000,931,44.0
70000,1112,65.0
80000,1326,62.0
90000,1541,64.0
100000,1725,67.0
