episodes,steps,total reward
211,10000,14.0
482,20000,29.0
812,30000,61.0
1175,40000,65.0
1520,50000,77.0
1918,60000,79.0
2280,70000,70.0
2693,80000,106.0
3140,90000,96.0
3568,100000,96.0
