steps,episodes,total reward
10000,199,23.0
20000,326,34.0
30000,445,41.0
40000,558,47.0
50000,705,55.0
60000,853,62.0
70000,1032,77.0
80000,1182,77.0
90000,1377,113.0
100000,1565,108.0
