episodes,steps,total reward
271,10000,7.0
484,20000,5.0
697,30000,5.0
924,40000,9.0
1113,50000,12.0
1360,60000,10.0
1596,70000,11.0
1805,80000,12.0
2010,90000,2.0
2205,100000,10.0
