episodes,steps,total reward
183,10000,10.0
408,20000,41.0
673,30000,77.0
925,40000,67.0
1158,50000,71.0
1435,60000,83.0
1654,70000,53.0
1967,80000,120.0
2268,90000,130.0
2534,100000,86.0
