steps,total reward,episodes
10000,-1.1600000000000008,116
20000,-0.8300000000000005,199
30000,-0.7000000000000004,269
40000,-0.8600000000000005,355
50000,-0.6300000000000003,418
60000,-0.6600000000000004,484
70000,-0.6700000000000004,551
80000,-0.6000000000000003,611
90000,-0.5000000000000002,661
100000,-0.7200000000000004,733
