episodes,steps,total reward
1,10000,1.0
1,20000,0.0
2,30000,1.0
3,40000,1.0
3,50000,0.0
4,60000,1.0
4,70000,0.0
5,80000,1.0
6,90000,1.0
8,100000,2.0
9,110000,1.0
11,120000,2.0
13,130000,2.0
15,140000,2.0
18,150000,3.0
19,160000,1.0
22,170000,3.0
24,180000,2.0
27,190000,3.0
30,200000,3.0
33,210000,3.0
36,220000,3.0
39,230000,3.0
44,240000,5.0
47,250000,3.0
53,260000,6.0
57,270000,4.0
60,280000,3.0
65,290000,5.0
70,300000,5.0
74,310000,4.0
78,320000,4.0
85,330000,7.0
89,340000,4.0
95,350000,6.0
102,360000,7.0
105,370000,3.0
112,380000,7.0
121,390000,9.0
130,400000,9.0
139,410000,9.0
146,420000,7.0
156,430000,10.0
169,440000,13.0
179,450000,10.0
192,460000,13.0
205,470000,13.0
220,480000,15.0
234,490000,14.0
251,500000,17.0
269,510000,18.0
287,520000,18.0
309,530000,22.0
331,540000,22.0
356,550000,25.0
381,560000,25.0
417,570000,36.0
462,580000,45.0
496,590000,34.0
546,600000,50.0
591,610000,45.0
643,620000,52.0
702,630000,59.0
756,640000,54.0
832,650000,76.0
910,660000,78.0
993,670000,83.0
1091,680000,98.0
1193,690000,102.0
1292,700000,99.0
1446,710000,154.0
1593,720000,147.0
1728,730000,135.0
1854,740000,126.0
2009,750000,155.0
2164,760000,155.0
2323,770000,159.0
2477,780000,154.0
2637,790000,160.0
2795,800000,158.0
2953,810000,158.0
3114,820000,161.0
3272,830000,158.0
3434,840000,163.0
3598,850000,163.0
3760,860000,162.0
3924,870000,164.0
4088,880000,164.0
4253,890000,165.0
4417,900000,164.0
4580,910000,163.0
4743,920000,163.0
4906,930000,163.0
5070,940000,164.0
5231,950000,162.0
5394,960000,162.0
5558,970000,164.0
5719,980000,161.0
5883,990000,164.0
6045,1000000,162.0
6209,1010000,164.0
6371,1020000,162.0
6534,1030000,163.0
6696,1040000,162.0
6861,1050000,165.0
7023,1060000,162.0
7187,1070000,164.0
7347,1080000,160.0
7510,1090000,163.0
7674,1100000,164.0
7837,1110000,163.0
8001,1120000,164.0
8164,1130000,163.0
8326,1140000,162.0
8479,1150000,153.0
8642,1160000,163.0
8804,1170000,162.0
8969,1180000,165.0
9132,1190000,163.0
9290,1200000,158.0
9445,1210000,155.0
9609,1220000,164.0
9772,1230000,163.0
9935,1240000,163.0
10097,1250000,162.0
10258,1260000,161.0
10422,1270000,164.0
10585,1280000,163.0
10749,1290000,164.0
10912,1300000,163.0
11076,1310000,164.0
11240,1320000,164.0
11402,1330000,162.0
11566,1340000,164.0
11729,1350000,163.0
11892,1360000,163.0
12055,1370000,163.0
12219,1380000,164.0
12378,1390000,159.0
12538,1400000,160.0
12702,1410000,164.0
12866,1420000,164.0
13029,1430000,163.0
13192,1440000,163.0
13355,1450000,163.0
13519,1460000,164.0
13682,1470000,163.0
13847,1480000,165.0
14011,1490000,164.0
14174,1500000,163.0
14337,1510000,163.0
14499,1520000,162.0
14663,1530000,164.0
14827,1540000,164.0
14991,1550000,164.0
15153,1560000,162.0
15317,1570000,164.0
15480,1580000,163.0
15644,1590000,164.0
15809,1600000,165.0
15972,1610000,163.0
16134,1620000,162.0
16297,1630000,163.0
16460,1640000,163.0
16623,1650000,163.0
16784,1660000,161.0
16948,1670000,164.0
17112,1680000,164.0
17275,1690000,163.0
17439,1700000,164.0
17602,1710000,163.0
17764,1720000,162.0
17928,1730000,164.0
18093,1740000,165.0
18255,1750000,162.0
18414,1760000,159.0
18578,1770000,164.0
18741,1780000,163.0
18905,1790000,164.0
19068,1800000,164.0
19232,1810000,163.0
19395,1820000,163.0
19558,1830000,163.0
19722,1840000,164.0
19885,1850000,163.0
20049,1860000,164.0
20213,1870000,164.0
20376,1880000,163.0
20539,1890000,163.0
20694,1900000,155.0
20858,1910000,164.0
21021,1920000,163.0
21186,1930000,165.0
21349,1940000,163.0
21508,1950000,159.0
21671,1960000,163.0
21836,1970000,165.0
21999,1980000,163.0
22163,1990000,164.0
22326,2000000,163.0
