steps,total reward,episodes
10000,0.0,122
20000,38.0,236
30000,178.0,502
40000,136.0,713
50000,188.0,970
60000,142.0,1196
70000,145.0,1413
80000,157.0,1653
90000,150.0,1893
100000,138.0,2117
