steps,total reward,episodes
10000,3.0,74
20000,7.0,137
30000,100.0,303
40000,325.0,721
50000,361.0,1163
60000,372.0,1614
70000,362.0,2066
80000,367.0,2524
90000,358.0,2976
100000,371.0,3421
