steps,episodes,total reward
10000,198,24.0
20000,327,32.0
30000,427,39.0
40000,517,33.0
50000,622,31.0
60000,728,48.0
70000,848,58.0
80000,985,59.0
90000,1110,63.0
100000,1267,73.0
