total reward,steps,episodes
24.0,10000,199
16.0,20000,360
25.0,30000,582
47.0,40000,860
50.0,50000,1087
47.0,60000,1318
56.0,70000,1604
40.0,80000,1865
49.0,90000,2109
63.0,100000,2407
