episodes,total reward,steps
205,15.0,10000
464,22.0,20000
733,29.0,30000
994,47.0,40000
1382,103.0,50000
1688,69.0,60000
2007,86.0,70000
2315,87.0,80000
2680,100.0,90000
3071,144.0,100000
