total reward,steps,episodes
2.0,10000,2
1.0,20000,3
1.0,30000,4
0.0,40000,4
1.0,50000,5
0.0,60000,5
1.0,70000,6
0.0,80000,6
1.0,90000,7
0.0,100000,7
0.0,110000,7
1.0,120000,8
0.0,130000,8
0.0,140000,8
1.0,150000,9
1.0,160000,10
0.0,170000,10
0.0,180000,10
0.0,190000,10
1.0,200000,11
1.0,210000,12
0.0,220000,12
1.0,230000,13
0.0,240000,13
1.0,250000,14
1.0,260000,15
1.0,270000,16
0.0,280000,16
0.0,290000,16
5.0,300000,21
3.0,310000,24
7.0,320000,31
12.0,330000,43
10.0,340000,53
17.0,350000,70
14.0,360000,84
23.0,370000,107
29.0,380000,136
32.0,390000,168
37.0,400000,205
46.0,410000,251
48.0,420000,299
51.0,430000,350
71.0,440000,421
84.0,450000,505
86.0,460000,591
92.0,470000,683
106.0,480000,789
114.0,490000,903
125.0,500000,1028
122.0,510000,1150
139.0,520000,1289
136.0,530000,1425
138.0,540000,1563
131.0,550000,1694
129.0,560000,1823
141.0,570000,1964
143.0,580000,2107
123.0,590000,2230
141.0,600000,2371
144.0,610000,2515
147.0,620000,2662
147.0,630000,2809
145.0,640000,2953
144.0,650000,3098
148.0,660000,3246
142.0,670000,3388
147.0,680000,3535
148.0,690000,3683
145.0,700000,3828
145.0,710000,3973
148.0,720000,4121
146.0,730000,4267
141.0,740000,4408
145.0,750000,4553
146.0,760000,4699
144.0,770000,4843
144.0,780000,4987
144.0,790000,5131
146.0,800000,5277
144.0,810000,5421
145.0,820000,5566
134.0,830000,5700
147.0,840000,5847
138.0,850000,5985
141.0,860000,6126
146.0,870000,6272
145.0,880000,6417
143.0,890000,6560
146.0,900000,6706
147.0,910000,6853
145.0,920000,6998
144.0,930000,7142
143.0,940000,7285
148.0,950000,7433
146.0,960000,7579
143.0,970000,7722
148.0,980000,7870
146.0,990000,8016
146.0,1000000,8162
146.0,1010000,8308
143.0,1020000,8451
146.0,1030000,8597
146.0,1040000,8743
143.0,1050000,8886
145.0,1060000,9031
147.0,1070000,9178
139.0,1080000,9317
143.0,1090000,9460
143.0,1100000,9603
146.0,1110000,9749
146.0,1120000,9895
147.0,1130000,10042
146.0,1140000,10188
145.0,1150000,10333
141.0,1160000,10474
145.0,1170000,10619
146.0,1180000,10765
142.0,1190000,10907
147.0,1200000,11054
147.0,1210000,11201
143.0,1220000,11344
143.0,1230000,11487
145.0,1240000,11632
146.0,1250000,11778
146.0,1260000,11924
145.0,1270000,12069
145.0,1280000,12214
146.0,1290000,12360
144.0,1300000,12504
147.0,1310000,12651
148.0,1320000,12799
147.0,1330000,12946
146.0,1340000,13092
144.0,1350000,13236
147.0,1360000,13383
143.0,1370000,13526
145.0,1380000,13671
147.0,1390000,13818
144.0,1400000,13962
143.0,1410000,14105
147.0,1420000,14252
146.0,1430000,14398
146.0,1440000,14544
143.0,1450000,14687
147.0,1460000,14834
146.0,1470000,14980
146.0,1480000,15126
147.0,1490000,15273
145.0,1500000,15418
146.0,1510000,15564
142.0,1520000,15706
147.0,1530000,15853
147.0,1540000,16000
144.0,1550000,16144
146.0,1560000,16290
143.0,1570000,16433
147.0,1580000,16580
143.0,1590000,16723
144.0,1600000,16867
149.0,1610000,17016
144.0,1620000,17160
146.0,1630000,17306
144.0,1640000,17450
148.0,1650000,17598
146.0,1660000,17744
146.0,1670000,17890
145.0,1680000,18035
146.0,1690000,18181
147.0,1700000,18327
144.0,1710000,18472
150.0,1720000,18622
145.0,1730000,18767
146.0,1740000,18913
148.0,1750000,19061
148.0,1760000,19209
145.0,1770000,19354
148.0,1780000,19502
146.0,1790000,19648
147.0,1800000,19795
143.0,1810000,19938
146.0,1820000,20083
146.0,1830000,20230
144.0,1840000,20374
145.0,1850000,20519
146.0,1860000,20665
146.0,1870000,20811
145.0,1880000,20956
145.0,1890000,21101
146.0,1900000,21247
146.0,1910000,21393
146.0,1920000,21539
146.0,1930000,21685
145.0,1940000,21830
146.0,1950000,21976
144.0,1960000,22120
146.0,1970000,22266
146.0,1980000,22412
146.0,1990000,22558
147.0,2000000,22705
