total reward,steps,episodes
3.0,10000,3
2.0,20000,5
2.0,30000,7
1.0,40000,8
1.0,50000,9
4.0,60000,13
2.0,70000,15
1.0,80000,16
2.0,90000,18
2.0,100000,20
3.0,110000,23
2.0,120000,25
0.0,130000,25
0.0,140000,25
2.0,150000,27
0.0,160000,27
3.0,170000,30
5.0,180000,35
2.0,190000,37
1.0,200000,38
5.0,210000,43
2.0,220000,45
2.0,230000,47
7.0,240000,54
1.0,250000,55
2.0,260000,57
1.0,270000,58
0.0,280000,58
7.0,290000,65
2.0,300000,67
1.0,310000,68
6.0,320000,74
3.0,330000,77
1.0,340000,78
7.0,350000,85
2.0,360000,87
0.0,370000,87
7.0,380000,94
3.0,390000,97
0.0,400000,97
6.0,410000,103
4.0,420000,107
10.0,430000,117
10.0,440000,127
10.0,450000,137
1.0,460000,138
10.0,470000,148
16.0,480000,164
10.0,490000,174
4.0,500000,178
9.0,510000,187
17.0,520000,204
13.0,530000,217
15.0,540000,232
15.0,550000,247
30.0,560000,277
30.0,570000,307
20.0,580000,327
30.0,590000,357
10.0,600000,367
40.0,610000,407
40.0,620000,447
30.0,630000,477
50.0,640000,527
41.0,650000,568
30.0,660000,598
49.0,670000,647
37.0,680000,684
53.0,690000,737
40.0,700000,777
61.0,710000,838
99.0,720000,937
82.0,730000,1019
88.0,740000,1107
100.0,750000,1207
110.0,760000,1317
100.0,770000,1417
120.0,780000,1537
130.0,790000,1667
126.0,800000,1793
135.0,810000,1928
125.0,820000,2053
138.0,830000,2191
153.0,840000,2344
144.0,850000,2488
141.0,860000,2629
140.0,870000,2769
158.0,880000,2927
173.0,890000,3100
166.0,900000,3266
174.0,910000,3440
197.0,920000,3637
172.0,930000,3808
194.0,940000,4003
200.0,950000,4203
210.0,960000,4413
214.0,970000,4627
219.0,980000,4846
212.0,990000,5058
219.0,1000000,5276
210.0,1010000,5487
203.0,1020000,5690
200.0,1030000,5890
218.0,1040000,6108
215.0,1050000,6323
217.0,1060000,6540
218.0,1070000,6758
217.0,1080000,6975
199.0,1090000,7174
210.0,1100000,7384
213.0,1110000,7597
216.0,1120000,7813
215.0,1130000,8027
210.0,1140000,8238
219.0,1150000,8457
211.0,1160000,8668
209.0,1170000,8877
219.0,1180000,9096
201.0,1190000,9297
218.0,1200000,9515
213.0,1210000,9728
206.0,1220000,9934
214.0,1230000,10148
219.0,1240000,10367
219.0,1250000,10586
215.0,1260000,10801
214.0,1270000,11015
195.0,1280000,11210
217.0,1290000,11427
217.0,1300000,11644
219.0,1310000,11863
216.0,1320000,12079
214.0,1330000,12293
217.0,1340000,12510
218.0,1350000,12728
218.0,1360000,12946
211.0,1370000,13157
220.0,1380000,13377
217.0,1390000,13594
220.0,1400000,13814
218.0,1410000,14032
219.0,1420000,14251
217.0,1430000,14468
219.0,1440000,14687
218.0,1450000,14905
220.0,1460000,15125
217.0,1470000,15342
217.0,1480000,15559
222.0,1490000,15781
217.0,1500000,15998
217.0,1510000,16215
212.0,1520000,16427
205.0,1530000,16632
219.0,1540000,16851
217.0,1550000,17068
219.0,1560000,17287
218.0,1570000,17505
218.0,1580000,17723
218.0,1590000,17941
217.0,1600000,18158
221.0,1610000,18379
219.0,1620000,18598
219.0,1630000,18817
219.0,1640000,19036
218.0,1650000,19254
217.0,1660000,19471
217.0,1670000,19688
219.0,1680000,19907
220.0,1690000,20127
217.0,1700000,20344
219.0,1710000,20563
217.0,1720000,20780
217.0,1730000,20997
218.0,1740000,21215
219.0,1750000,21434
219.0,1760000,21653
219.0,1770000,21872
219.0,1780000,22091
218.0,1790000,22309
218.0,1800000,22527
218.0,1810000,22745
219.0,1820000,22964
220.0,1830000,23184
217.0,1840000,23401
218.0,1850000,23618
219.0,1860000,23838
220.0,1870000,24058
219.0,1880000,24277
221.0,1890000,24498
209.0,1900000,24707
220.0,1910000,24927
219.0,1920000,25146
219.0,1930000,25365
218.0,1940000,25583
215.0,1950000,25798
220.0,1960000,26018
218.0,1970000,26236
218.0,1980000,26454
218.0,1990000,26672
218.0,2000000,26890
