episodes,total reward,steps
1,1.0,10000
2,1.0,20000
3,1.0,30000
3,0.0,40000
4,1.0,50000
4,0.0,60000
4,0.0,70000
5,1.0,80000
6,1.0,90000
10,4.0,100000
15,5.0,110000
18,3.0,120000
25,7.0,130000
34,9.0,140000
38,4.0,150000
53,15.0,160000
64,11.0,170000
72,8.0,180000
84,12.0,190000
96,12.0,200000
124,28.0,210000
145,21.0,220000
175,30.0,230000
196,21.0,240000
235,39.0,250000
274,39.0,260000
315,41.0,270000
358,43.0,280000
415,57.0,290000
468,53.0,300000
555,87.0,310000
662,107.0,320000
767,105.0,330000
871,104.0,340000
948,77.0,350000
1086,138.0,360000
1208,122.0,370000
1328,120.0,380000
1458,130.0,390000
1598,140.0,400000
1733,135.0,410000
1867,134.0,420000
2018,151.0,430000
2182,164.0,440000
2345,163.0,450000
2513,168.0,460000
2652,139.0,470000
2810,158.0,480000
2978,168.0,490000
3144,166.0,500000
3310,166.0,510000
3477,167.0,520000
3645,168.0,530000
3809,164.0,540000
3977,168.0,550000
4134,157.0,560000
4301,167.0,570000
4467,166.0,580000
4624,157.0,590000
4791,167.0,600000
4954,163.0,610000
5118,164.0,620000
5286,168.0,630000
5454,168.0,640000
5600,146.0,650000
5768,168.0,660000
5934,166.0,670000
6084,150.0,680000
6244,160.0,690000
6404,160.0,700000
6567,163.0,710000
6734,167.0,720000
6894,160.0,730000
7058,164.0,740000
7227,169.0,750000
7391,164.0,760000
7555,164.0,770000
7720,165.0,780000
7881,161.0,790000
8035,154.0,800000
8204,169.0,810000
8360,156.0,820000
8528,168.0,830000
8686,158.0,840000
8854,168.0,850000
9013,159.0,860000
9171,158.0,870000
9325,154.0,880000
9488,163.0,890000
9648,160.0,900000
9806,158.0,910000
9967,161.0,920000
10125,158.0,930000
10285,160.0,940000
10452,167.0,950000
10620,168.0,960000
10786,166.0,970000
10954,168.0,980000
11118,164.0,990000
11277,159.0,1000000
11436,159.0,1010000
11592,156.0,1020000
11748,156.0,1030000
11908,160.0,1040000
12068,160.0,1050000
12234,166.0,1060000
12397,163.0,1070000
12559,162.0,1080000
12725,166.0,1090000
12890,165.0,1100000
13059,169.0,1110000
13218,159.0,1120000
13379,161.0,1130000
13546,167.0,1140000
13714,168.0,1150000
13882,168.0,1160000
14040,158.0,1170000
14205,165.0,1180000
14372,167.0,1190000
14533,161.0,1200000
14695,162.0,1210000
14858,163.0,1220000
15024,166.0,1230000
15189,165.0,1240000
15356,167.0,1250000
15524,168.0,1260000
15690,166.0,1270000
15857,167.0,1280000
16026,169.0,1290000
16194,168.0,1300000
16361,167.0,1310000
16528,167.0,1320000
16697,169.0,1330000
16860,163.0,1340000
17028,168.0,1350000
17192,164.0,1360000
17357,165.0,1370000
17524,167.0,1380000
17682,158.0,1390000
17846,164.0,1400000
18005,159.0,1410000
18172,167.0,1420000
18338,166.0,1430000
18497,159.0,1440000
18665,168.0,1450000
18827,162.0,1460000
18991,164.0,1470000
19157,166.0,1480000
19326,169.0,1490000
19491,165.0,1500000
19655,164.0,1510000
19822,167.0,1520000
19988,166.0,1530000
20155,167.0,1540000
20324,169.0,1550000
20491,167.0,1560000
20658,167.0,1570000
20825,167.0,1580000
20994,169.0,1590000
21148,154.0,1600000
21313,165.0,1610000
21477,164.0,1620000
21638,161.0,1630000
21806,168.0,1640000
21968,162.0,1650000
22128,160.0,1660000
22294,166.0,1670000
22462,168.0,1680000
22631,169.0,1690000
22797,166.0,1700000
22965,168.0,1710000
23134,169.0,1720000
23298,164.0,1730000
23466,168.0,1740000
23630,164.0,1750000
23797,167.0,1760000
23965,168.0,1770000
24132,167.0,1780000
24297,165.0,1790000
24463,166.0,1800000
24632,169.0,1810000
24798,166.0,1820000
24964,166.0,1830000
25130,167.0,1840000
25296,165.0,1850000
25463,168.0,1860000
25633,169.0,1870000
25800,167.0,1880000
25965,165.0,1890000
26131,166.0,1900000
26298,167.0,1910000
26466,168.0,1920000
26632,167.0,1930000
26798,165.0,1940000
26961,163.0,1950000
27128,167.0,1960000
27289,161.0,1970000
27457,168.0,1980000
27623,166.0,1990000
27787,164.0,2000000
