total reward,episodes,steps
2.0,2,10000
0.0,2,20000
1.0,3,30000
2.0,5,40000
2.0,7,50000
0.0,7,60000
1.0,8,70000
0.0,8,80000
1.0,9,90000
3.0,12,100000
3.0,15,110000
3.0,18,120000
5.0,23,130000
2.0,25,140000
3.0,28,150000
5.0,33,160000
2.0,35,170000
3.0,38,180000
9.0,47,190000
0.0,47,200000
1.0,48,210000
7.0,55,220000
3.0,58,230000
5.0,63,240000
4.0,67,250000
7.0,74,260000
3.0,77,270000
7.0,84,280000
3.0,87,290000
7.0,94,300000
3.0,97,310000
1.0,98,320000
10.0,108,330000
6.0,114,340000
4.0,118,350000
7.0,125,360000
8.0,133,370000
11.0,144,380000
13.0,157,390000
11.0,168,400000
9.0,177,410000
8.0,185,420000
12.0,197,430000
1.0,198,440000
9.0,207,450000
10.0,217,460000
10.0,227,470000
10.0,237,480000
20.0,257,490000
18.0,275,500000
13.0,288,510000
16.0,304,520000
13.0,317,530000
17.0,334,540000
23.0,357,550000
27.0,384,560000
14.0,398,570000
29.0,427,580000
21.0,448,590000
26.0,474,600000
21.0,495,610000
32.0,527,620000
30.0,557,630000
37.0,594,640000
30.0,624,650000
34.0,658,660000
49.0,707,670000
50.0,757,680000
40.0,797,690000
50.0,847,700000
58.0,905,710000
73.0,978,720000
120.0,1098,730000
127.0,1225,740000
93.0,1318,750000
169.0,1487,760000
116.0,1603,770000
185.0,1788,780000
185.0,1973,790000
224.0,2197,800000
194.0,2391,810000
162.0,2553,820000
230.0,2783,830000
219.0,3002,840000
235.0,3237,850000
221.0,3458,860000
238.0,3696,870000
232.0,3928,880000
234.0,4162,890000
226.0,4388,900000
236.0,4624,910000
225.0,4849,920000
235.0,5084,930000
231.0,5315,940000
208.0,5523,950000
235.0,5758,960000
218.0,5976,970000
236.0,6212,980000
236.0,6448,990000
236.0,6684,1000000
236.0,6920,1010000
234.0,7154,1020000
231.0,7385,1030000
233.0,7618,1040000
237.0,7855,1050000
233.0,8088,1060000
236.0,8324,1070000
231.0,8555,1080000
237.0,8792,1090000
235.0,9027,1100000
236.0,9262,1110000
236.0,9499,1120000
230.0,9729,1130000
236.0,9965,1140000
234.0,10199,1150000
236.0,10435,1160000
233.0,10668,1170000
238.0,10906,1180000
238.0,11144,1190000
235.0,11379,1200000
235.0,11614,1210000
234.0,11848,1220000
237.0,12085,1230000
233.0,12318,1240000
236.0,12554,1250000
234.0,12788,1260000
237.0,13025,1270000
238.0,13263,1280000
235.0,13498,1290000
236.0,13734,1300000
236.0,13970,1310000
237.0,14207,1320000
236.0,14443,1330000
235.0,14678,1340000
236.0,14914,1350000
232.0,15146,1360000
235.0,15381,1370000
234.0,15615,1380000
234.0,15849,1390000
235.0,16084,1400000
224.0,16308,1410000
236.0,16544,1420000
229.0,16772,1430000
234.0,17007,1440000
237.0,17244,1450000
237.0,17481,1460000
236.0,17717,1470000
237.0,17954,1480000
233.0,18187,1490000
236.0,18423,1500000
235.0,18658,1510000
239.0,18897,1520000
235.0,19132,1530000
233.0,19365,1540000
237.0,19601,1550000
236.0,19838,1560000
239.0,20077,1570000
234.0,20311,1580000
237.0,20548,1590000
236.0,20784,1600000
235.0,21019,1610000
238.0,21257,1620000
237.0,21494,1630000
234.0,21728,1640000
236.0,21964,1650000
237.0,22201,1660000
235.0,22436,1670000
235.0,22671,1680000
236.0,22907,1690000
235.0,23142,1700000
233.0,23375,1710000
236.0,23611,1720000
236.0,23847,1730000
235.0,24082,1740000
235.0,24317,1750000
237.0,24554,1760000
233.0,24787,1770000
237.0,25024,1780000
233.0,25257,1790000
237.0,25494,1800000
204.0,25698,1810000
238.0,25935,1820000
237.0,26173,1830000
235.0,26408,1840000
238.0,26646,1850000
237.0,26883,1860000
234.0,27117,1870000
237.0,27354,1880000
234.0,27588,1890000
236.0,27824,1900000
235.0,28059,1910000
236.0,28295,1920000
234.0,28529,1930000
237.0,28766,1940000
234.0,29000,1950000
237.0,29237,1960000
237.0,29474,1970000
234.0,29708,1980000
237.0,29945,1990000
235.0,30180,2000000
