steps,total reward,episodes
10000,0.0,246
20000,7.0,398
30000,17.0,519
40000,9.0,656
50000,16.0,769
60000,26.0,893
70000,27.0,1028
80000,38.0,1166
90000,68.0,1333
100000,98.0,1525
