steps,episodes,total reward
10000,94,2.0
20000,154,0.0
30000,265,47.0
40000,573,200.0
50000,878,212.0
60000,1216,247.0
70000,1567,266.0
80000,1919,271.0
90000,2294,262.0
100000,2653,261.0
