episodes,steps,total reward
291,10000,35.0
474,20000,21.0
695,30000,33.0
896,40000,31.0
1100,50000,28.0
1301,60000,30.0
1516,70000,29.0
1764,80000,43.0
1985,90000,36.0
2171,100000,29.0
