total reward,steps,episodes
14.0,10000,98
211.0,20000,382
324.0,30000,809
334.0,40000,1238
339.0,50000,1663
333.0,60000,2102
338.0,70000,2533
345.0,80000,2962
339.0,90000,3389
352.0,100000,3819
