total reward,episodes,steps
19.0,190,10000
27.0,300,20000
29.0,377,30000
32.0,458,40000
32.0,539,50000
41.0,646,60000
56.0,789,70000
62.0,910,80000
79.0,1048,90000
69.0,1177,100000
