steps,episodes,total reward
10000,176,5.0
20000,385,23.0
30000,603,35.0
40000,768,27.0
50000,940,22.0
60000,1135,16.0
70000,1317,18.0
80000,1534,34.0
90000,1753,34.0
100000,1945,34.0
