steps,episodes,total reward
10000,167,21.0
20000,408,125.0
30000,676,147.0
40000,986,187.0
50000,1252,168.0
60000,1486,119.0
70000,1759,148.0
80000,2072,201.0
90000,2419,235.0
100000,2723,193.0
