total reward,episodes,steps
0.0,220,10000
5.0,389,20000
13.0,511,30000
23.0,657,40000
45.0,820,50000
78.0,1017,60000
85.0,1201,70000
94.0,1390,80000
128.0,1624,90000
127.0,1859,100000
