total reward,episodes,steps
9.0,115,10000
29.0,219,20000
116.0,413,30000
327.0,814,40000
323.0,1217,50000
335.0,1623,60000
345.0,2035,70000
348.0,2462,80000
348.0,2882,90000
351.0,3309,100000
