episodes,total reward,steps
190,52.0,10000
359,50.0,20000
515,50.0,30000
665,44.0,40000
819,46.0,50000
994,50.0,60000
1142,51.0,70000
1319,59.0,80000
1471,42.0,90000
1657,71.0,100000
