steps,episodes,total reward
10000,185,12.0
20000,418,14.0
30000,595,13.0
40000,792,27.0
50000,982,15.0
60000,1137,15.0
70000,1312,22.0
80000,1501,25.0
90000,1680,30.0
100000,1878,17.0
