1.0	0.0672	0.1079	0.1609
2.0	0.0733	0.1256	0.1920
3.0	0.0808	0.1269	0.1794
4.0	0.1043	0.1482	0.1883
5.0	0.1200	0.1549	0.1921
6.0	0.1316	0.1630	0.2067
7.0	0.1536	0.1877	0.2293
8.0	0.1632	0.2042	0.2338
9.0	0.2000	0.2277	0.2682
10.0	0.2100	0.2545	0.2958
11.0	0.2270	0.2701	0.3221
12.0	0.2448	0.2961	0.3441
13.0	0.2723	0.3236	0.3682
14.0	0.2927	0.3511	0.3852
15.0	0.3099	0.3718	0.3925
16.0	0.3261	0.3874	0.4130
17.0	0.3458	0.3887	0.4161
18.0	0.3617	0.3994	0.4395
19.0	0.3754	0.4143	0.4468
20.0	0.3928	0.4329	0.4643
21.0	0.4108	0.4576	0.4893
22.0	0.4324	0.4835	0.5094
23.0	0.4585	0.5060	0.5422
24.0	0.4857	0.5225	0.5772
25.0	0.4966	0.5512	0.5886
26.0	0.5106	0.5620	0.5925
27.0	0.5155	0.5720	0.5994
28.0	0.5412	0.5797	0.6251
29.0	0.5545	0.5813	0.6296
30.0	0.5513	0.5898	0.6340
31.0	0.5559	0.5919	0.6303
32.0	0.5636	0.6034	0.6393
33.0	0.5713	0.6067	0.6566
34.0	0.5689	0.6087	0.6481
35.0	0.5795	0.6191	0.6499
36.0	0.5824	0.6179	0.6526
37.0	0.5913	0.6231	0.6576
38.0	0.5956	0.6341	0.6680
39.0	0.5906	0.6268	0.6601
40.0	0.6003	0.6313	0.6642
41.0	0.5999	0.6330	0.6633
42.0	0.5898	0.6372	0.6761
43.0	0.5963	0.6341	0.6731
44.0	0.5925	0.6326	0.6652
45.0	0.6030	0.6338	0.6686
46.0	0.6037	0.6388	0.6733
47.0	0.5953	0.6308	0.6796
48.0	0.5960	0.6300	0.6718
49.0	0.5999	0.6389	0.6740
50.0	0.6053	0.6323	0.6676
51.0	0.5941	0.6322	0.6579
52.0	0.6024	0.6281	0.6512
53.0	0.5914	0.6335	0.6579
54.0	0.5810	0.6266	0.6624
55.0	0.5925	0.6200	0.6466
56.0	0.5964	0.6179	0.6558
57.0	0.5945	0.6231	0.6548
58.0	0.5941	0.6207	0.6521
59.0	0.5938	0.6201	0.6659
60.0	0.5942	0.6235	0.6606
61.0	0.5832	0.6233	0.6777
62.0	0.5703	0.6349	0.6750
63.0	0.5797	0.6303	0.6733
64.0	0.5672	0.6329	0.6715
65.0	0.5778	0.6312	0.6631
66.0	0.5797	0.6250	0.6743
67.0	0.5813	0.6176	0.6746
68.0	0.5823	0.6266	0.6692
69.0	0.5781	0.6243	0.6687
70.0	0.5729	0.6314	0.6822
71.0	0.5808	0.6335	0.6789
72.0	0.5933	0.6328	0.6693
73.0	0.5878	0.6274	0.6625
74.0	0.5913	0.6216	0.6800
75.0	0.5813	0.6224	0.6748
76.0	0.5857	0.6219	0.6794
77.0	0.5904	0.6172	0.6764
78.0	0.5850	0.6176	0.6707
79.0	0.5817	0.6202	0.6685
80.0	0.5807	0.6231	0.6779
81.0	0.5723	0.6269	0.6781
82.0	0.5741	0.6261	0.6755
83.0	0.5753	0.6272	0.6726
84.0	0.5742	0.6229	0.6712
85.0	0.5756	0.6306	0.6605
86.0	0.5748	0.6266	0.6655
87.0	0.5747	0.6245	0.6627
88.0	0.5697	0.6213	0.6553
89.0	0.5681	0.6151	0.6614
90.0	0.5714	0.6177	0.6539
91.0	0.5738	0.6056	0.6574
92.0	0.5681	0.6063	0.6576
93.0	0.5687	0.6113	0.6502
94.0	0.5751	0.6142	0.6574
95.0	0.5689	0.6206	0.6659
96.0	0.5688	0.6150	0.6661
97.0	0.5715	0.6095	0.6604
98.0	0.5675	0.6102	0.6608
99.0	0.5770	0.6111	0.6535
