1.0	0.0420	0.0988	0.1533
2.0	0.0635	0.0983	0.1526
3.0	0.0726	0.0945	0.1508
4.0	0.0782	0.1016	0.1596
5.0	0.0836	0.1031	0.1589
6.0	0.0874	0.1076	0.1507
7.0	0.0856	0.1099	0.1580
8.0	0.0844	0.1153	0.1515
9.0	0.0907	0.1203	0.1588
10.0	0.0887	0.1189	0.1536
11.0	0.0911	0.1233	0.1475
12.0	0.0914	0.1211	0.1525
13.0	0.0929	0.1276	0.1493
14.0	0.0969	0.1230	0.1467
15.0	0.0969	0.1176	0.1488
16.0	0.0982	0.1222	0.1482
17.0	0.1005	0.1222	0.1512
18.0	0.0999	0.1202	0.1499
19.0	0.1060	0.1237	0.1534
20.0	0.1044	0.1262	0.1532
21.0	0.1054	0.1287	0.1584
22.0	0.1089	0.1312	0.1581
23.0	0.1136	0.1389	0.1602
24.0	0.1161	0.1433	0.1661
25.0	0.1243	0.1501	0.1768
26.0	0.1311	0.1564	0.1855
27.0	0.1396	0.1598	0.1883
28.0	0.1517	0.1759	0.2030
29.0	0.1657	0.1946	0.2132
30.0	0.1799	0.2051	0.2347
31.0	0.1976	0.2274	0.2518
32.0	0.2077	0.2397	0.2705
33.0	0.2262	0.2551	0.2906
34.0	0.2373	0.2726	0.3123
35.0	0.2565	0.2893	0.3322
36.0	0.2804	0.3114	0.3494
37.0	0.2986	0.3338	0.3886
38.0	0.3216	0.3555	0.4156
39.0	0.3452	0.3819	0.4381
40.0	0.3663	0.4054	0.4506
41.0	0.3816	0.4227	0.4711
42.0	0.4074	0.4496	0.4987
43.0	0.4196	0.4668	0.5179
44.0	0.4399	0.4822	0.5327
45.0	0.4546	0.4959	0.5465
46.0	0.4682	0.5213	0.5658
47.0	0.4798	0.5392	0.5729
48.0	0.4964	0.5447	0.5805
49.0	0.4997	0.5531	0.5998
50.0	0.5204	0.5693	0.6141
51.0	0.5216	0.5752	0.6328
52.0	0.5349	0.5764	0.6236
53.0	0.5462	0.5860	0.6204
54.0	0.5518	0.5834	0.6231
55.0	0.5568	0.5951	0.6372
56.0	0.5527	0.5979	0.6479
57.0	0.5637	0.6069	0.6602
58.0	0.5737	0.6212	0.6495
59.0	0.5782	0.6119	0.6536
60.0	0.5881	0.6185	0.6583
61.0	0.5972	0.6258	0.6597
62.0	0.6039	0.6328	0.6593
63.0	0.6013	0.6347	0.6573
64.0	0.5939	0.6374	0.6742
65.0	0.5872	0.6347	0.6696
66.0	0.5943	0.6318	0.6687
67.0	0.5905	0.6270	0.6708
68.0	0.5977	0.6301	0.6757
69.0	0.5935	0.6303	0.6680
70.0	0.5990	0.6350	0.6657
71.0	0.5971	0.6347	0.6651
72.0	0.5982	0.6301	0.6715
73.0	0.5954	0.6292	0.6708
74.0	0.5972	0.6311	0.6702
75.0	0.6074	0.6273	0.6640
76.0	0.5998	0.6287	0.6708
77.0	0.5850	0.6202	0.6758
78.0	0.5803	0.6293	0.6712
79.0	0.5789	0.6241	0.6676
80.0	0.5823	0.6197	0.6691
81.0	0.5819	0.6266	0.6548
82.0	0.5765	0.6232	0.6696
83.0	0.5798	0.6301	0.6620
84.0	0.5772	0.6169	0.6654
85.0	0.5836	0.6179	0.6624
86.0	0.5833	0.6086	0.6539
87.0	0.5669	0.6134	0.6480
88.0	0.5681	0.6116	0.6440
89.0	0.5728	0.6101	0.6444
90.0	0.5744	0.6063	0.6320
91.0	0.5775	0.6029	0.6343
92.0	0.5799	0.6035	0.6409
93.0	0.5760	0.6039	0.6389
94.0	0.5876	0.6142	0.6438
95.0	0.5908	0.6110	0.6432
96.0	0.5903	0.6125	0.6397
97.0	0.5889	0.6209	0.6482
98.0	0.5859	0.6204	0.6536
99.0	0.5852	0.6190	0.6458
