steps,total reward,episodes
10000,27.0,117
20000,83.0,258
30000,312.0,653
40000,390.0,1136
50000,398.0,1609
60000,397.0,2093
70000,400.0,2576
80000,391.0,3057
90000,387.0,3541
100000,395.0,4020
