episodes,total reward,steps
176,23.0,10000
296,29.0,20000
384,28.0,30000
462,26.0,40000
554,43.0,50000
663,44.0,60000
790,52.0,70000
890,50.0,80000
1009,71.0,90000
1154,75.0,100000
