steps,total reward,episodes
10000,27.0,98
20000,85.0,250
30000,247.0,578
40000,355.0,1019
50000,387.0,1502
60000,398.0,1976
70000,390.0,2450
80000,392.0,2936
90000,392.0,3412
100000,394.0,3894
