total reward,steps,episodes
18.0,10000,186
34.0,20000,310
33.0,30000,421
58.0,40000,574
78.0,50000,730
70.0,60000,881
91.0,70000,1045
110.0,80000,1226
128.0,90000,1422
152.0,100000,1638
