steps,episodes,total reward
10000,208,42.0
20000,386,50.0
30000,565,51.0
40000,710,40.0
50000,880,48.0
60000,1082,61.0
70000,1242,49.0
80000,1411,60.0
90000,1588,60.0
100000,1765,58.0
