total reward,steps,episodes
1.0,10000,1
0.0,20000,1
0.0,30000,1
1.0,40000,2
0.0,50000,2
0.0,60000,2
0.0,70000,2
1.0,80000,3
0.0,90000,3
1.0,100000,4
4.0,110000,8
5.0,120000,13
4.0,130000,17
5.0,140000,22
9.0,150000,31
8.0,160000,39
10.0,170000,49
16.0,180000,65
22.0,190000,87
18.0,200000,105
33.0,210000,138
33.0,220000,171
46.0,230000,217
47.0,240000,264
61.0,250000,325
76.0,260000,401
66.0,270000,467
99.0,280000,566
105.0,290000,671
120.0,300000,791
87.0,310000,878
114.0,320000,992
118.0,330000,1110
124.0,340000,1234
139.0,350000,1373
121.0,360000,1494
133.0,370000,1627
142.0,380000,1769
139.0,390000,1908
145.0,400000,2053
141.0,410000,2194
146.0,420000,2340
145.0,430000,2485
145.0,440000,2630
139.0,450000,2769
133.0,460000,2902
144.0,470000,3046
143.0,480000,3189
145.0,490000,3334
137.0,500000,3471
143.0,510000,3614
143.0,520000,3757
147.0,530000,3904
141.0,540000,4045
146.0,550000,4191
132.0,560000,4323
135.0,570000,4458
144.0,580000,4602
148.0,590000,4750
146.0,600000,4896
124.0,610000,5020
139.0,620000,5159
146.0,630000,5305
143.0,640000,5448
149.0,650000,5597
142.0,660000,5739
144.0,670000,5883
143.0,680000,6026
146.0,690000,6172
147.0,700000,6319
147.0,710000,6466
146.0,720000,6612
149.0,730000,6761
143.0,740000,6904
149.0,750000,7053
146.0,760000,7199
146.0,770000,7345
142.0,780000,7486
147.0,790000,7634
143.0,800000,7777
147.0,810000,7924
142.0,820000,8066
147.0,830000,8212
143.0,840000,8356
146.0,850000,8502
147.0,860000,8649
146.0,870000,8795
145.0,880000,8940
148.0,890000,9088
148.0,900000,9236
141.0,910000,9377
147.0,920000,9524
146.0,930000,9670
145.0,940000,9815
145.0,950000,9960
146.0,960000,10106
143.0,970000,10249
142.0,980000,10391
148.0,990000,10539
147.0,1000000,10686
146.0,1010000,10832
146.0,1020000,10978
143.0,1030000,11121
140.0,1040000,11261
145.0,1050000,11406
137.0,1060000,11543
143.0,1070000,11686
145.0,1080000,11831
148.0,1090000,11979
146.0,1100000,12125
140.0,1110000,12265
144.0,1120000,12409
147.0,1130000,12556
145.0,1140000,12701
144.0,1150000,12845
148.0,1160000,12993
142.0,1170000,13135
144.0,1180000,13279
146.0,1190000,13425
147.0,1200000,13572
146.0,1210000,13718
146.0,1220000,13864
145.0,1230000,14009
147.0,1240000,14156
144.0,1250000,14300
147.0,1260000,14447
135.0,1270000,14582
147.0,1280000,14729
147.0,1290000,14876
148.0,1300000,15024
143.0,1310000,15167
140.0,1320000,15307
147.0,1330000,15454
148.0,1340000,15602
141.0,1350000,15743
144.0,1360000,15887
145.0,1370000,16032
145.0,1380000,16177
147.0,1390000,16324
146.0,1400000,16470
147.0,1410000,16617
146.0,1420000,16763
147.0,1430000,16910
145.0,1440000,17055
147.0,1450000,17202
145.0,1460000,17347
147.0,1470000,17493
146.0,1480000,17640
145.0,1490000,17785
144.0,1500000,17929
146.0,1510000,18075
144.0,1520000,18219
147.0,1530000,18366
143.0,1540000,18509
144.0,1550000,18653
146.0,1560000,18799
146.0,1570000,18945
145.0,1580000,19090
149.0,1590000,19239
147.0,1600000,19386
146.0,1610000,19532
147.0,1620000,19679
143.0,1630000,19822
145.0,1640000,19967
143.0,1650000,20110
145.0,1660000,20255
146.0,1670000,20401
145.0,1680000,20546
145.0,1690000,20691
146.0,1700000,20837
144.0,1710000,20981
145.0,1720000,21126
147.0,1730000,21273
143.0,1740000,21416
146.0,1750000,21562
146.0,1760000,21708
144.0,1770000,21852
147.0,1780000,21999
147.0,1790000,22146
146.0,1800000,22292
143.0,1810000,22435
146.0,1820000,22581
145.0,1830000,22726
141.0,1840000,22867
149.0,1850000,23015
147.0,1860000,23163
146.0,1870000,23309
146.0,1880000,23455
146.0,1890000,23601
147.0,1900000,23748
141.0,1910000,23889
145.0,1920000,24034
147.0,1930000,24181
146.0,1940000,24327
147.0,1950000,24474
146.0,1960000,24620
144.0,1970000,24764
145.0,1980000,24909
141.0,1990000,25050
148.0,2000000,25198
