episodes,total reward,steps
126,21.0,10000
261,40.0,20000
397,28.0,30000
539,34.0,40000
693,45.0,50000
821,45.0,60000
988,57.0,70000
1134,52.0,80000
1333,57.0,90000
1456,33.0,100000
