steps,episodes,total reward
10000,116,0.0
20000,220,0.0
30000,375,72.0
40000,724,261.0
50000,1114,295.0
60000,1521,331.0
70000,1823,227.0
80000,2183,281.0
90000,2564,308.0
100000,2914,282.0
