steps,episodes,total reward
10000,125,-1.2500000000000009
20000,200,-0.7500000000000004
30000,263,-0.6300000000000003
40000,332,-0.6900000000000004
50000,404,-0.7200000000000004
60000,485,-0.8100000000000005
70000,535,-0.5000000000000002
80000,589,-0.5400000000000003
90000,647,-0.5800000000000003
100000,724,-0.7700000000000005
