total reward,episodes,steps
34.0,140,10000
140.0,390,20000
236.0,725,30000
225.0,1073,40000
250.0,1433,50000
267.0,1782,60000
283.0,2160,70000
234.0,2489,80000
270.0,2861,90000
238.0,3200,100000
