episodes,steps,total reward
185,10000,52.0
398,20000,61.0
675,30000,80.0
1046,40000,135.0
1332,50000,103.0
1621,60000,96.0
1958,70000,101.0
2258,80000,103.0
2582,90000,115.0
2937,100000,120.0
