total reward,episodes,steps
7.0,141,10000
84.0,306,20000
213.0,594,30000
344.0,1017,40000
344.0,1445,50000
340.0,1876,60000
351.0,2307,70000
339.0,2736,80000
355.0,3155,90000
341.0,3574,100000
