total reward,episodes,steps
21.0,229,10000
22.0,484,20000
24.0,753,30000
27.0,1079,40000
45.0,1474,50000
37.0,1879,60000
47.0,2311,70000
46.0,2678,80000
61.0,3176,90000
64.0,3627,100000
