total reward,episodes,steps
14.0,266,10000
10.0,502,20000
13.0,716,30000
16.0,946,40000
12.0,1182,50000
18.0,1435,60000
21.0,1643,70000
12.0,1862,80000
15.0,2076,90000
13.0,2266,100000
