episodes,steps,total reward
219,10000,26.0
522,20000,56.0
887,30000,84.0
1229,40000,70.0
1574,50000,60.0
1963,60000,69.0
2416,70000,93.0
2870,80000,91.0
3282,90000,74.0
3771,100000,120.0
