steps,episodes,total reward
10000,220,1.0
20000,374,6.0
30000,503,14.0
40000,616,13.0
50000,750,17.0
60000,879,20.0
70000,1000,30.0
80000,1149,39.0
90000,1312,64.0
100000,1492,86.0
