episodes,total reward,steps
185,51.0,10000
403,75.0,20000
661,117.0,30000
863,81.0,40000
1114,109.0,50000
1378,108.0,60000
1625,115.0,70000
1899,111.0,80000
2172,125.0,90000
2440,121.0,100000
