steps,total reward,episodes
10000,2.0,2
20000,1.0,3
30000,0.0,3
40000,1.0,4
50000,0.0,4
60000,1.0,5
70000,1.0,6
80000,1.0,7
90000,1.0,8
100000,7.0,15
110000,9.0,24
120000,5.0,29
130000,10.0,39
140000,16.0,55
150000,13.0,68
160000,19.0,87
170000,20.0,107
180000,20.0,127
190000,31.0,158
200000,30.0,188
210000,30.0,218
220000,36.0,254
230000,43.0,297
240000,50.0,347
250000,55.0,402
260000,65.0,467
270000,68.0,535
280000,70.0,605
290000,90.0,695
300000,101.0,796
310000,112.0,908
320000,100.0,1008
330000,111.0,1119
340000,131.0,1250
350000,125.0,1375
360000,122.0,1497
370000,121.0,1618
380000,120.0,1738
390000,132.0,1870
400000,153.0,2023
410000,143.0,2166
420000,151.0,2317
430000,161.0,2478
440000,157.0,2635
450000,167.0,2802
460000,155.0,2957
470000,161.0,3118
480000,169.0,3287
490000,156.0,3443
500000,175.0,3618
510000,166.0,3784
520000,159.0,3943
530000,173.0,4116
540000,159.0,4275
550000,168.0,4443
560000,172.0,4615
570000,172.0,4787
580000,177.0,4964
590000,164.0,5128
600000,167.0,5295
610000,170.0,5465
620000,172.0,5637
630000,163.0,5800
640000,176.0,5976
650000,167.0,6143
660000,172.0,6315
670000,173.0,6488
680000,178.0,6666
690000,172.0,6838
700000,164.0,7002
710000,173.0,7175
720000,174.0,7349
730000,176.0,7525
740000,169.0,7694
750000,170.0,7864
760000,170.0,8034
770000,172.0,8206
780000,171.0,8377
790000,172.0,8549
800000,169.0,8718
810000,174.0,8892
820000,175.0,9067
830000,171.0,9238
840000,168.0,9406
850000,173.0,9579
860000,176.0,9755
870000,173.0,9928
880000,174.0,10102
890000,166.0,10268
900000,176.0,10444
910000,172.0,10616
920000,171.0,10787
930000,168.0,10955
940000,174.0,11129
950000,169.0,11298
960000,176.0,11474
970000,173.0,11647
980000,168.0,11815
990000,173.0,11988
1000000,178.0,12166
1010000,176.0,12342
1020000,168.0,12510
1030000,175.0,12685
1040000,170.0,12855
1050000,173.0,13028
1060000,175.0,13203
1070000,176.0,13379
1080000,176.0,13555
1090000,174.0,13729
1100000,178.0,13907
1110000,171.0,14078
1120000,169.0,14247
1130000,175.0,14422
1140000,173.0,14595
1150000,172.0,14767
1160000,173.0,14940
1170000,174.0,15114
1180000,170.0,15284
1190000,168.0,15452
1200000,171.0,15623
1210000,172.0,15795
1220000,171.0,15966
1230000,175.0,16141
1240000,172.0,16313
1250000,172.0,16485
1260000,169.0,16654
1270000,169.0,16823
1280000,170.0,16993
1290000,175.0,17168
1300000,176.0,17344
1310000,174.0,17518
1320000,174.0,17692
1330000,174.0,17866
1340000,173.0,18039
1350000,171.0,18210
1360000,174.0,18384
1370000,172.0,18556
1380000,166.0,18722
1390000,173.0,18895
1400000,173.0,19068
1410000,175.0,19243
1420000,175.0,19418
1430000,173.0,19591
1440000,173.0,19764
1450000,171.0,19935
1460000,172.0,20107
1470000,175.0,20282
1480000,173.0,20455
1490000,175.0,20630
1500000,177.0,20807
1510000,176.0,20983
1520000,172.0,21155
1530000,178.0,21333
1540000,170.0,21503
1550000,175.0,21678
1560000,175.0,21853
1570000,174.0,22027
1580000,170.0,22197
1590000,176.0,22373
1600000,165.0,22538
1610000,177.0,22715
1620000,169.0,22884
1630000,168.0,23052
1640000,175.0,23227
1650000,172.0,23399
1660000,175.0,23574
1670000,173.0,23747
1680000,176.0,23923
1690000,172.0,24095
1700000,170.0,24265
1710000,174.0,24439
1720000,176.0,24615
1730000,173.0,24788
1740000,175.0,24963
1750000,175.0,25138
1760000,176.0,25314
1770000,167.0,25481
1780000,173.0,25654
1790000,175.0,25829
1800000,177.0,26006
1810000,172.0,26178
1820000,177.0,26355
1830000,173.0,26528
1840000,173.0,26701
1850000,174.0,26875
1860000,167.0,27042
1870000,175.0,27217
1880000,173.0,27390
1890000,175.0,27565
1900000,173.0,27738
1910000,178.0,27916
1920000,177.0,28093
1930000,172.0,28265
1940000,175.0,28440
1950000,176.0,28616
1960000,172.0,28788
1970000,176.0,28964
1980000,172.0,29136
1990000,172.0,29308
2000000,175.0,29483
