steps,total reward,episodes
10000,30.0,213
20000,28.0,446
30000,54.0,709
40000,52.0,944
50000,100.0,1252
60000,132.0,1611
70000,88.0,1885
80000,59.0,2149
90000,82.0,2449
100000,88.0,2715
