episodes,steps,total reward
134,10000,8.0
295,20000,61.0
531,30000,159.0
944,40000,322.0
1353,50000,325.0
1762,60000,328.0
2187,70000,337.0
2608,80000,339.0
3027,90000,343.0
3454,100000,351.0
