steps,total reward,episodes
10000,1.0,136
20000,4.0,250
30000,119.0,458
40000,210.0,763
50000,249.0,1087
60000,232.0,1400
70000,231.0,1722
80000,229.0,2037
90000,241.0,2353
100000,235.0,2668
