episodes,total reward,steps
2,2.0,10000
3,1.0,20000
4,1.0,30000
5,1.0,40000
5,0.0,50000
5,0.0,60000
5,0.0,70000
7,2.0,80000
7,0.0,90000
7,0.0,100000
8,1.0,110000
8,0.0,120000
8,0.0,130000
9,1.0,140000
11,2.0,150000
13,2.0,160000
14,1.0,170000
15,1.0,180000
15,0.0,190000
16,1.0,200000
17,1.0,210000
17,0.0,220000
17,0.0,230000
18,1.0,240000
18,0.0,250000
18,0.0,260000
18,0.0,270000
18,0.0,280000
18,0.0,290000
24,6.0,300000
25,1.0,310000
35,10.0,320000
46,11.0,330000
59,13.0,340000
77,18.0,350000
94,17.0,360000
116,22.0,370000
138,22.0,380000
168,30.0,390000
207,39.0,400000
257,50.0,410000
297,40.0,420000
356,59.0,430000
438,82.0,440000
516,78.0,450000
596,80.0,460000
695,99.0,470000
804,109.0,480000
898,94.0,490000
1016,118.0,500000
1119,103.0,510000
1255,136.0,520000
1408,153.0,530000
1575,167.0,540000
1707,132.0,550000
1855,148.0,560000
2005,150.0,570000
2139,134.0,580000
2278,139.0,590000
2438,160.0,600000
2590,152.0,610000
2740,150.0,620000
2894,154.0,630000
3039,145.0,640000
3185,146.0,650000
3341,156.0,660000
3501,160.0,670000
3635,134.0,680000
3784,149.0,690000
3935,151.0,700000
4099,164.0,710000
4248,149.0,720000
4404,156.0,730000
4548,144.0,740000
4711,163.0,750000
4862,151.0,760000
5025,163.0,770000
5176,151.0,780000
5340,164.0,790000
5504,164.0,800000
5669,165.0,810000
5826,158.0,820000
5983,156.0,830000
6133,150.0,840000
6294,161.0,850000
6455,161.0,860000
6617,162.0,870000
6778,161.0,880000
6943,165.0,890000
7104,161.0,900000
7248,144.0,910000
7400,152.0,920000
7564,164.0,930000
7723,159.0,940000
7877,154.0,950000
8042,165.0,960000
8204,162.0,970000
8365,161.0,980000
8527,162.0,990000
8696,169.0,1000000
8858,162.0,1010000
9008,150.0,1020000
9167,159.0,1030000
9324,157.0,1040000
9491,167.0,1050000
9660,169.0,1060000
9824,164.0,1070000
9991,167.0,1080000
10157,166.0,1090000
10324,167.0,1100000
10487,163.0,1110000
10654,167.0,1120000
10818,164.0,1130000
10986,168.0,1140000
11152,166.0,1150000
11298,146.0,1160000
11450,152.0,1170000
11617,167.0,1180000
11780,163.0,1190000
11948,168.0,1200000
12116,168.0,1210000
12282,166.0,1220000
12448,166.0,1230000
12614,166.0,1240000
12781,167.0,1250000
12948,167.0,1260000
13106,158.0,1270000
13275,169.0,1280000
13438,163.0,1290000
13604,166.0,1300000
13760,156.0,1310000
13927,167.0,1320000
14091,164.0,1330000
14257,166.0,1340000
14425,168.0,1350000
14588,163.0,1360000
14745,157.0,1370000
14913,168.0,1380000
15076,163.0,1390000
15241,165.0,1400000
15404,163.0,1410000
15569,165.0,1420000
15736,167.0,1430000
15902,166.0,1440000
16068,166.0,1450000
16237,169.0,1460000
16405,168.0,1470000
16574,169.0,1480000
16742,168.0,1490000
16909,167.0,1500000
17074,165.0,1510000
17237,163.0,1520000
17405,168.0,1530000
17572,167.0,1540000
17724,152.0,1550000
17871,147.0,1560000
18038,168.0,1570000
18204,165.0,1580000
18369,165.0,1590000
18537,168.0,1600000
18704,167.0,1610000
18863,159.0,1620000
19014,151.0,1630000
19179,165.0,1640000
19347,168.0,1650000
19513,166.0,1660000
19677,164.0,1670000
19844,167.0,1680000
19988,144.0,1690000
20153,165.0,1700000
20317,164.0,1710000
20478,161.0,1720000
20634,156.0,1730000
20794,160.0,1740000
20958,164.0,1750000
21124,166.0,1760000
21289,165.0,1770000
21457,168.0,1780000
21621,164.0,1790000
21788,167.0,1800000
21955,167.0,1810000
22118,163.0,1820000
22286,168.0,1830000
22427,141.0,1840000
22584,157.0,1850000
22745,161.0,1860000
22902,157.0,1870000
23068,166.0,1880000
23227,159.0,1890000
23394,167.0,1900000
23561,167.0,1910000
23727,166.0,1920000
23890,163.0,1930000
24057,167.0,1940000
24225,168.0,1950000
24392,167.0,1960000
24558,166.0,1970000
24716,158.0,1980000
24865,149.0,1990000
25015,150.0,2000000
