steps,total reward,episodes
10000,1.0,1
20000,0.0,1
30000,1.0,2
40000,1.0,3
50000,0.0,3
60000,0.0,3
70000,0.0,3
80000,1.0,4
90000,0.0,4
100000,2.0,6
110000,2.0,8
120000,4.0,12
130000,5.0,17
140000,7.0,24
150000,8.0,32
160000,7.0,39
170000,8.0,47
180000,17.0,64
190000,14.0,78
200000,18.0,96
210000,21.0,117
220000,26.0,143
230000,25.0,168
240000,31.0,199
250000,32.0,231
260000,32.0,263
270000,37.0,300
280000,41.0,341
290000,43.0,384
300000,53.0,437
310000,47.0,484
320000,57.0,541
330000,60.0,601
340000,66.0,667
350000,73.0,740
360000,73.0,813
370000,72.0,885
380000,74.0,959
390000,69.0,1028
400000,76.0,1104
410000,80.0,1184
420000,92.0,1276
430000,89.0,1365
440000,85.0,1450
450000,91.0,1541
460000,86.0,1627
470000,92.0,1719
480000,90.0,1809
490000,93.0,1902
500000,82.0,1984
510000,83.0,2067
520000,89.0,2156
530000,91.0,2247
540000,92.0,2339
550000,95.0,2434
560000,93.0,2527
570000,90.0,2617
580000,90.0,2707
590000,93.0,2800
600000,90.0,2890
610000,88.0,2978
620000,95.0,3073
630000,96.0,3169
640000,92.0,3261
650000,92.0,3353
660000,93.0,3446
670000,92.0,3538
680000,93.0,3631
690000,92.0,3723
700000,93.0,3816
710000,95.0,3911
720000,91.0,4002
730000,95.0,4097
740000,91.0,4188
750000,92.0,4280
760000,92.0,4372
770000,95.0,4467
780000,90.0,4557
790000,94.0,4651
800000,93.0,4744
810000,95.0,4839
820000,91.0,4930
830000,91.0,5021
840000,92.0,5113
850000,94.0,5207
860000,91.0,5298
870000,95.0,5393
880000,93.0,5486
890000,92.0,5578
900000,93.0,5671
910000,93.0,5764
920000,95.0,5859
930000,91.0,5950
940000,91.0,6041
950000,93.0,6134
960000,93.0,6227
970000,93.0,6320
980000,95.0,6415
990000,90.0,6505
1000000,91.0,6596
1010000,94.0,6690
1020000,94.0,6784
1030000,93.0,6877
1040000,93.0,6970
1050000,95.0,7065
1060000,93.0,7158
1070000,92.0,7250
1080000,95.0,7344
1090000,92.0,7437
1100000,89.0,7526
1110000,93.0,7619
1120000,94.0,7713
1130000,94.0,7806
1140000,94.0,7901
1150000,92.0,7993
1160000,94.0,8087
1170000,94.0,8181
1180000,93.0,8274
1190000,93.0,8367
1200000,92.0,8459
1210000,95.0,8554
1220000,93.0,8647
1230000,96.0,8743
1240000,92.0,8835
1250000,94.0,8929
1260000,94.0,9023
1270000,94.0,9117
1280000,93.0,9210
1290000,95.0,9305
1300000,93.0,9398
1310000,95.0,9493
1320000,95.0,9588
1330000,96.0,9684
1340000,93.0,9777
1350000,94.0,9871
1360000,94.0,9965
1370000,94.0,10059
1380000,91.0,10150
1390000,92.0,10242
1400000,95.0,10337
1410000,91.0,10428
1420000,94.0,10522
1430000,93.0,10615
1440000,96.0,10711
1450000,95.0,10806
1460000,94.0,10900
1470000,94.0,10994
1480000,94.0,11088
1490000,92.0,11180
1500000,96.0,11276
1510000,95.0,11371
1520000,93.0,11464
1530000,92.0,11556
1540000,94.0,11650
1550000,95.0,11745
1560000,93.0,11838
1570000,93.0,11931
1580000,95.0,12026
1590000,94.0,12120
1600000,93.0,12213
1610000,95.0,12308
1620000,94.0,12402
1630000,94.0,12496
1640000,94.0,12590
1650000,94.0,12684
1660000,92.0,12776
1670000,94.0,12870
1680000,92.0,12962
1690000,94.0,13056
1700000,92.0,13148
1710000,95.0,13243
1720000,94.0,13337
1730000,95.0,13432
1740000,94.0,13526
1750000,93.0,13619
1760000,92.0,13711
1770000,94.0,13805
1780000,96.0,13901
1790000,95.0,13996
1800000,94.0,14090
1810000,93.0,14183
1820000,94.0,14277
1830000,95.0,14372
1840000,95.0,14467
1850000,94.0,14561
1860000,94.0,14655
1870000,94.0,14749
1880000,94.0,14843
1890000,95.0,14938
1900000,92.0,15030
1910000,94.0,15124
1920000,93.0,15217
1930000,96.0,15313
1940000,94.0,15407
1950000,93.0,15500
1960000,94.0,15594
1970000,94.0,15688
1980000,94.0,15782
1990000,96.0,15878
2000000,94.0,15972
