episodes,total reward,steps
138,16.80000000000001,10000
442,112.0899999999997,20000
916,191.21000000000043,30000
1405,189.03000000000026,40000
1886,192.14000000000038,50000
2361,198.2600000000005,60000
2849,181.97000000000043,70000
3357,198.94000000000062,80000
3836,189.13000000000048,90000
4313,174.00000000000017,100000
