episodes,total reward,steps
182,0.0,10000
325,0.0,20000
473,0.0,30000
590,2.0,40000
703,6.0,50000
821,3.0,60000
952,4.0,70000
1057,5.0,80000
1156,8.0,90000
1252,10.0,100000
