episodes,steps,total reward
206,10000,42.0
375,20000,44.0
518,30000,33.0
642,40000,39.0
777,50000,37.0
930,60000,46.0
1065,70000,51.0
1226,80000,56.0
1382,90000,43.0
1554,100000,62.0
