steps,episodes,total reward
10000,278,24.0
20000,475,24.0
30000,683,17.0
40000,911,30.0
50000,1136,31.0
60000,1399,27.0
70000,1631,23.0
80000,1871,32.0
90000,2105,36.0
100000,2341,32.0
