total reward,episodes,steps
20.739999999999988,148,10000
109.20999999999967,438,20000
183.0600000000003,918,30000
197.14000000000055,1404,40000
190.16000000000042,1881,50000
195.14000000000073,2365,60000
196.2300000000003,2841,70000
187.98000000000042,3334,80000
185.02000000000055,3820,90000
184.10000000000042,4297,100000
