steps,total reward,episodes
10000,13.0,125
20000,19.0,205
30000,31.0,286
40000,43.0,387
50000,169.0,626
60000,309.0,1003
70000,321.0,1403
80000,339.0,1833
90000,338.0,2262
100000,339.0,2698
