steps,total reward,episodes
10000,74.0,209
20000,64.0,411
30000,71.0,622
40000,92.0,899
50000,98.0,1185
60000,95.0,1502
70000,75.0,1746
80000,91.0,2024
90000,92.0,2310
100000,81.0,2561
