episodes,total reward,steps
126,3.0,10000
295,83.0,20000
616,225.0,30000
1014,318.0,40000
1442,346.0,50000
1866,342.0,60000
2292,346.0,70000
2711,338.0,80000
3118,334.0,90000
3541,360.0,100000
