episodes,steps,total reward
123,10000,11.0
210,20000,27.0
405,30000,121.0
807,40000,326.0
1220,50000,329.0
1644,60000,334.0
2063,70000,334.0
2491,80000,349.0
2923,90000,335.0
3347,100000,341.0
